rank,narrator,chains,in_degree,out_degree,betweenness,pagerank_source,pagerank_collector,community,unresolved
2174,خلاس,3,1,1,0.000004,0.0001254,0.0000710,0,0
2175,ابيه ⟨وهب بن جرير⟩,1,1,1,0.000004,0.0000963,0.0000818,3,1
2176,عبيدة بن حميد ابو عبد الرحمن,1,1,1,0.000004,0.0000825,0.0000759,0,0
2177,قلت لابي اسامة احدثكم زايدة,1,1,1,0.000004,0.0000793,0.0000788,4,0
2178,الضحاك المشرقي,1,1,1,0.000004,0.0000900,0.0000647,8,0
2179,اسحاق بن ابي طلحة,1,1,1,0.000004,0.0000805,0.0000671,0,0
2180,عباد بن تميم الانصاري,1,1,1,0.000004,0.0000880,0.0000698,9,0
2181,يحيي بن وثاب,1,1,1,0.000004,0.0001041,0.0000733,3,0
2182,ابيه ⟨عامر بن سعد بن ابي وقاص⟩,5,1,1,0.000004,0.0001728,0.0000825,1,1
2183,افلح,2,1,2,0.000004,0.0000850,0.0000817,3,0
2184,قريش هو ابن حيان,1,1,1,0.000004,0.0001342,0.0000721,5,0
2185,ابا حصين,1,1,1,0.000004,0.0001052,0.0000900,3,0
2186,ذكوان ابي صالح,1,1,1,0.000004,0.0000870,0.0000647,8,0
2187,كتبت,1,1,1,0.000004,0.0000823,0.0001219,1,0
2188,سليمان بن ابي مسلم,3,1,2,0.000004,0.0001015,0.0000747,2,0
2189,ابو هاشم,2,1,1,0.000004,0.0001061,0.0000918,0,0
2190,عبد الله بن عبد الرحمن بن ابي بكر الصديق,1,1,1,0.000004,0.0001552,0.0000765,3,0
2191,ابو بكر هو ابن عياش,1,1,1,0.000004,0.0000943,0.0000744,7,0
2192,الحسن بن موسي الاشيب,1,1,1,0.000004,0.0000998,0.0000829,10,0
2193,ذكر لابن عمر,1,1,1,0.000004,0.0000951,0.0000751,7,0
2194,صالح بن صالح الهمداني,1,1,1,0.000004,0.0000832,0.0000792,9,0
2195,عروة وابي بكر,1,1,1,0.000004,0.0000869,0.0000679,3,0
2196,عروة وابن المسيب,1,1,1,0.000004,0.0000869,0.0000679,3,0
2197,عيسي وابن ادريس وابن ابي غنية,1,1,1,0.000004,0.0000830,0.0000808,10,0
2198,اسحاق بن سليمان,1,1,1,0.000004,0.0000846,0.0000870,5,0
2199,ابيه ⟨عمر بن ذر⟩,1,1,1,0.000004,0.0001058,0.0000674,2,1
2200,ابي ⟨عمر بن ذر⟩,2,1,1,0.000004,0.0001338,0.0000717,2,1
2201,صلة بن زفر,2,1,2,0.000004,0.0001280,0.0000665,4,0
2202,ميسرة الاشجعي,1,1,1,0.000004,0.0001005,0.0000689,3,0
2203,ميسرة,2,1,2,0.000004,0.0001093,0.0000746,13,0
2204,ابن شهاب ذكر عروة,1,2,1,0.000004,0.0000831,0.0000833,1,0
2205,ابو العلاء بن الشخير,1,1,1,0.000004,0.0000995,0.0000942,0,0
2206,ابيه ⟨واقد بن محمد⟩,1,1,1,0.000003,0.0000970,0.0000752,5,1
2207,عبد الرحمن هو ابن القاسم,1,1,1,0.000003,0.0000866,0.0000724,3,0
2208,رجل لم يسمه,1,1,1,0.000003,0.0000831,0.0001045,0,0
2209,ابو حمزة,5,2,1,0.000003,0.0000800,0.0001710,4,0
2210,ابن عبيدة بن نشيط,2,2,1,0.000003,0.0001134,0.0000977,1,0
2211,كان من اصحاب ابي هريرة,3,2,2,0.000003,0.0001126,0.0000781,1,0
2212,المسيب بن رافع,1,1,1,0.000003,0.0000869,0.0000823,6,0
2213,ورقاء بن عمر,1,1,1,0.000003,0.0000913,0.0000813,3,0
2214,محمد بن عبد الرحمن بن ثوبان,1,1,1,0.000003,0.0000834,0.0000648,2,0
2215,عبيد الله بن مقسم,1,1,1,0.000003,0.0000834,0.0000648,2,0
2216,ابو زرعة بن عمرو بن جرير,1,1,1,0.000003,0.0001393,0.0000693,7,0
2217,ابيه ⟨عباية بن رفاعة⟩,1,1,1,0.000003,0.0001124,0.0000685,6,1
2218,محمد بن عمرو بن حلحلة الديلي,1,1,1,0.000003,0.0000837,0.0001173,13,0
2219,الفزاري وابو خالد الاحمر,1,1,1,0.000003,0.0000860,0.0000710,0,0
2220,ابيه ⟨محمد بن فضيل⟩,3,3,1,0.000003,0.0001074,0.0000881,9,1
2221,عبد الله بن ابي السفر,5,1,1,0.000003,0.0001143,0.0001435,9,0
2222,ابن ابي السفر,1,1,1,0.000003,0.0000851,0.0000792,9,0
2223,حصين وابن ابي السفر,1,1,1,0.000003,0.0000851,0.0000792,9,0
2224,زبيد الايامي,1,1,1,0.000003,0.0000851,0.0000792,9,0
2225,هلال بن علي من بني عامر بن لوي,2,1,1,0.000003,0.0001081,0.0000724,11,0
2226,اسحاق هو ابن سعيد,1,1,1,0.000003,0.0000829,0.0000827,0,0
2227,الضحاك,1,1,1,0.000003,0.0000907,0.0000647,8,0
2228,ابو التياح يزيد بن حميد الضبعي,1,1,1,0.000003,0.0000958,0.0000671,10,0
2229,سليمان بن حيان,1,1,1,0.000003,0.0000855,0.0000754,11,0
2230,ابي احمد,1,1,1,0.000003,0.0000815,0.0000855,12,0
2231,ابيه ⟨ابن المسيب⟩,2,1,1,0.000003,0.0001025,0.0000780,1,1
2232,محمد بن عمرو بن الحسن بن علي,2,1,2,0.000003,0.0001553,0.0000648,5,0
2233,امراته فاطمة بنت المنذر,1,1,1,0.000003,0.0000892,0.0000658,3,0
2234,اخبرتني فاطمة بنت المنذر امراتي,1,1,1,0.000003,0.0000892,0.0000658,3,0
2235,معروف بن خربوذ,1,1,1,0.000003,0.0000825,0.0001490,4,0
2236,عبثر,1,1,1,0.000003,0.0000803,0.0000791,9,0
2237,حسن بن مسلم,1,1,1,0.000003,0.0000898,0.0000737,2,0
2238,سلمة بن سليمان,1,1,1,0.000003,0.0000846,0.0000954,3,0
2239,ابيه ⟨سعيد بن ابي سعيد⟩,6,2,1,0.000003,0.0001961,0.0000791,7,1
2240,ابن شهاب حدث,1,1,1,0.000003,0.0000956,0.0000915,1,0
2241,عاصم بن محمد,7,3,3,0.000003,0.0000978,0.0003938,5,0
2242,نافع مولي ابي قتادة وابي صالح مولي التوامة,1,1,1,0.000003,0.0000924,0.0000721,6,0
2243,محمد بن الزبرقان,1,1,1,0.000003,0.0000823,0.0000780,11,0
2244,عياض بن عبد الله بن سعد بن ابي سرح العامري,1,1,1,0.000003,0.0000906,0.0000660,8,0
2245,عبد الرحمن بن المغيرة,1,1,1,0.000003,0.0001108,0.0001295,7,0
2246,ابراهيم بن ابي الوزير,1,1,1,0.000003,0.0000840,0.0000817,3,0
2247,{ عبد الله },1,1,1,0.000003,0.0000813,0.0000725,3,0
2248,ابو طوالة اسمه عبد الله بن عبد الرحمن,1,1,1,0.000003,0.0000881,0.0000751,6,0
2249,اخبرتني عمرة,3,1,2,0.000003,0.0000967,0.0000775,3,0
2250,حصين بن نمير,2,1,1,0.000003,0.0000814,0.0001172,2,0
2251,هشام فاخبرني ابي,1,1,1,0.000003,0.0000839,0.0000679,12,0
2252,كان ثقة,1,1,1,0.000003,0.0000866,0.0000674,2,0
2253,عباد بن راشد,1,1,1,0.000003,0.0000961,0.0001045,0,0
2254,صالح بن حي ابو حسن,1,1,1,0.000003,0.0000947,0.0000792,9,0
2255,موسي هو ابن عقبة,1,1,1,0.000003,0.0000832,0.0000869,11,0
2256,حفظناه من عمرو,1,1,1,0.000003,0.0000866,0.0000689,2,0
2257,هشام بن حجير,1,1,1,0.000003,0.0000866,0.0000689,2,0
2258,ابن فلان,1,1,1,0.000003,0.0000852,0.0000768,7,0
2259,عبد الرحمن بن هرمز الاعرج مولي ربيعة بن الحارث,1,1,1,0.000003,0.0000835,0.0000693,1,0
2260,هشام هو ابن يوسف,1,1,1,0.000003,0.0000787,0.0000831,3,0
2261,عطاء بن السايب,1,1,1,0.000003,0.0000920,0.0000674,10,0
2262,ابا حاتم الاشهل بن حاتم,1,1,1,0.000003,0.0000825,0.0000833,10,0
2263,هو الشيباني,1,1,1,0.000003,0.0000902,0.0000683,12,0
2264,الزهري فاخبرني ابو سلمة بن عبد الرحمن,1,1,1,0.000003,0.0000909,0.0000648,2,0
2265,ذكر لنا انس بن مالك,2,1,1,0.000003,0.0001057,0.0000846,0,0
2266,مالكا,2,2,2,0.000003,0.0000802,0.0001134,8,0
2267,ابيه ⟨ابن ابي حازم⟩,9,3,1,0.000003,0.0001367,0.0001222,13,1
2268,ابا صالح يذكر اراه,1,1,1,0.000003,0.0000900,0.0000746,2,0
2269,عمرو بن ميمون بن مهران,1,1,1,0.000003,0.0000830,0.0000744,5,0
2270,ايمن بن نابل,1,1,1,0.000003,0.0000901,0.0000721,2,0
2271,الفضل بن عنبسة,1,1,1,0.000003,0.0000823,0.0000860,10,0
2272,ابي ⟨محمد بن عبد الله⟩,1,1,1,0.000002,0.0000838,0.0000755,13,1
2273,سعيد بن منصور,1,1,1,0.000002,0.0000829,0.0000851,10,0
2274,نعيم بن عبد الله المجمر,2,1,1,0.000002,0.0000831,0.0000684,7,0
2275,عبد الله بن ابي عتبة,2,1,1,0.000002,0.0001057,0.0000662,8,0
2276,ابي المتوكل الناجي,1,1,1,0.000002,0.0000918,0.0000647,8,0
2277,عبد الله هو ابن ابي عتبة مولي انس,1,1,1,0.000002,0.0000918,0.0000647,8,0
2278,حدث ابن عمر,1,1,1,0.000002,0.0001523,0.0000693,11,0
2279,غيره يزيد بعضهم علي,1,1,1,0.000002,0.0000898,0.0000648,2,0
2280,ابا رافع,1,1,1,0.000002,0.0000918,0.0000693,0,0
2281,حفص بن عمر ابو عمر الحوضي,1,1,1,0.000002,0.0000804,0.0000810,10,0
2282,معلي بن منصور,1,1,1,0.000002,0.0000804,0.0000810,10,0
2283,معاوية بن سلام بن ابي سلام الحبشي الدمشقي,1,1,1,0.000002,0.0000861,0.0000804,10,0
2284,معاوية بن سلام,1,1,1,0.000002,0.0000861,0.0000804,10,0
2285,عاصم بن علي,9,2,1,0.000002,0.0000838,0.0002881,7,0
2286,المثني,1,1,1,0.000002,0.0000903,0.0000709,5,0
2287,ابو صفوان عبد الله بن سعيد,2,1,1,0.000002,0.0000868,0.0001072,4,0
2288,ابي مراوح,1,1,1,0.000002,0.0000887,0.0000661,4,0
2289,معبد بن سيرين,1,1,1,0.000002,0.0001047,0.0000647,8,0
2290,عطاء بن مينا,1,1,1,0.000002,0.0000893,0.0000657,2,0
2291,ربعي,5,1,2,0.000002,0.0001358,0.0000716,4,0
2292,ابي ⟨ابن نمير⟩,1,1,1,0.000002,0.0000839,0.0001082,12,1
2293,عبد الرحمن هو ابن هرمز,1,1,1,0.000002,0.0000893,0.0000657,7,0
2294,سالم وابي بكر بن سليمان بن ابي حثمة,1,1,1,0.000002,0.0000869,0.0000648,11,0
2295,سالم ابني عبد الله بن عمر,1,1,1,0.000002,0.0000869,0.0000648,11,0
2296,عطاء وابي الزبير,1,1,1,0.000002,0.0000898,0.0000746,2,0
2297,ابن منكدر,1,1,1,0.000002,0.0000898,0.0000746,2,0
2298,ازهر,3,1,2,0.000002,0.0000947,0.0001237,0,0
2299,اسحاق الكلبي,1,1,1,0.000002,0.0001026,0.0000861,3,0
2300,يونس وابن عيينة,1,1,1,0.000002,0.0001026,0.0000861,3,0
2301,ابو عوانة اسمه الوضاح من كتابه,1,1,1,0.000002,0.0000934,0.0000920,9,0
2302,شبابة بن سوار الفزاري,1,1,1,0.000002,0.0000804,0.0000834,10,0
2303,ابي يونس القشيري,1,1,1,0.000002,0.0000816,0.0000879,2,0
2304,عبد السلام,1,1,1,0.000002,0.0000829,0.0000818,0,0
2305,عبد الله بن يزيد الانصاري,2,1,1,0.000002,0.0000971,0.0000685,5,0
2306,ابو شهاب عبد ربه بن نافع,1,1,1,0.000002,0.0000788,0.0000852,5,0
2307,ابراهيم بن عبد الرحمن بن عبد الله بن ابي ربيعة,1,1,1,0.000002,0.0000906,0.0000648,13,0
2308,ابن ابي فديك,1,1,1,0.000002,0.0000789,0.0000816,11,0
2309,سليمان بن بلال المديني,1,1,1,0.000002,0.0001003,0.0000800,3,0
2310,عبد العزيز الماجشون,2,2,2,0.000002,0.0000804,0.0000836,5,0
2311,كريب مولي عبد الله بن عباس,1,1,1,0.000002,0.0000921,0.0000693,8,0
2312,ابو اسحاق هو الشيباني,1,1,1,0.000002,0.0000902,0.0000868,3,0
2313,عثمان هو ابن موهب,2,1,1,0.000002,0.0000890,0.0000693,9,0
2314,كان كاتبا له,1,1,1,0.000002,0.0000950,0.0000659,8,0
2315,ابن كعب,1,1,1,0.000002,0.0001285,0.0000691,8,0
2316,ثور بن زيد المدني,1,1,1,0.000002,0.0000881,0.0000694,6,0
2317,جعفر بن اياس,1,1,1,0.000002,0.0000851,0.0000674,2,0
2318,مغيرة بن النعمان,1,1,1,0.000002,0.0000851,0.0000674,2,0
2319,المغيرة بن النعمان شيخ من النخع,1,1,1,0.000002,0.0000851,0.0000674,2,0
2320,ابي الشعثاء,2,1,2,0.000002,0.0001116,0.0000648,4,0
2321,سنان بن ابي سنان الدولي,3,2,2,0.000002,0.0001089,0.0000727,1,0
2322,املي علي هشام بن يوسف من حفظه,1,1,1,0.000002,0.0000840,0.0000831,3,0
2323,ابن شهاب فاخبرني حميد بن عبد الرحمن,1,1,1,0.000002,0.0000831,0.0000693,1,0
2324,عبد الله بن ابي حسين,5,1,1,0.000002,0.0000891,0.0001241,2,0
2325,ايوب بن عايذ,1,1,1,0.000002,0.0000832,0.0000740,12,0
2326,ايوب بن ابي تميمة,1,1,1,0.000002,0.0000819,0.0000724,0,0
2327,عبد الرحمن بن ابي نعم,1,1,1,0.000002,0.0001161,0.0000660,8,0
2328,ابو صفوان,2,1,1,0.000002,0.0000828,0.0001068,1,0
2329,ابا الاسود الديلي,3,2,1,0.000002,0.0002051,0.0000825,0,0
2330,اسامة بن حفص المدني,1,1,1,0.000002,0.0000872,0.0000725,3,0
2331,عبد الرحمن بن شريح,1,1,1,0.000002,0.0000842,0.0000791,0,0
2332,همام بن منبه اخي وهب بن منبه,1,1,1,0.000002,0.0000909,0.0000693,3,0
2333,محمد بن فليح بن سليمان,1,1,1,0.000002,0.0000789,0.0000780,11,0
2334,عمرو بن يحيي بن سعيد بن عمرو المكي,1,1,1,0.000002,0.0000910,0.0001190,7,0
2335,زيد بن رباح,1,1,1,0.000002,0.0000805,0.0000782,7,0
2336,عبيد الله بن ابي عبد الله الاغر,1,1,1,0.000002,0.0000805,0.0000782,7,0
2337,معاذ بن هاني,1,1,1,0.000002,0.0000792,0.0000775,6,0
2338,عياض بن عبد الله بن ابي سرح,2,1,2,0.000002,0.0001138,0.0000662,8,0
2339,سعيد وابي سلمة,1,1,1,0.000002,0.0000907,0.0000657,7,0
2340,سعيد بن المسيب وابا عبيد اخبراه,2,1,1,0.000002,0.0001035,0.0000684,7,0
2341,عمرو بن ابي سفيان الثقفي,1,1,1,0.000002,0.0000907,0.0000657,7,0
2342,ابي سلمة وابن المسيب,1,1,1,0.000002,0.0000907,0.0000657,7,0
2343,ابي عبيد اسمه سعد بن عبيد مولي عبد الرحمن بن ازهر,1,1,1,0.000002,0.0000907,0.0000657,7,0
2344,زياد بن الربيع,1,1,1,0.000002,0.0001108,0.0000915,0,0
2345,ابن انس,1,1,1,0.000002,0.0000844,0.0000648,2,0
2346,حفص بن عبيد الله بن انس بن مالك,1,1,1,0.000002,0.0000844,0.0000648,2,0
2347,يزيد هو ابن زريع,1,1,1,0.000002,0.0000796,0.0000779,0,0
2348,ازهر السمان,1,1,1,0.000002,0.0000840,0.0000833,0,0
2349,ابي بكر بن ابي موسي وابي بردة احسبه,1,1,1,0.000001,0.0000935,0.0000686,0,0
2350,عبد الرحمن بن عبد القاري,2,1,1,0.000001,0.0001053,0.0000658,1,0
2351,ابي ⟨نصر بن علي⟩,1,1,1,0.000001,0.0000998,0.0000847,6,1
2352,شبل,3,1,2,0.000001,0.0001331,0.0001102,2,0
2353,نافع مولي ابي قتادة,1,1,1,0.000001,0.0000888,0.0000691,6,0
2354,هشام بن ابي عبد الله الدستوايي,1,1,1,0.000001,0.0000803,0.0000804,6,0
2355,هشام هو الدستوايي,1,1,1,0.000001,0.0000803,0.0000804,6,0
2356,ابن شهاب فاخبرني عروة بن الزبير,4,1,1,0.000001,0.0000988,0.0000696,1,0
2357,محمد بن جعفر بن الزبير بن العوام بن خويلد,1,1,1,0.000001,0.0000903,0.0000767,3,0
2358,طلحة بن عبد الملك,2,1,1,0.000001,0.0000831,0.0000817,3,0
2359,عبد الله بن بكر,2,1,1,0.000001,0.0000872,0.0000831,10,0
2360,زعم عروة بن الزبير,1,2,1,0.000001,0.0000906,0.0000833,1,0
2361,محمد بن شهاب,1,2,1,0.000001,0.0000906,0.0000833,1,0
2362,محمد بن ابي حرملة,1,1,1,0.000001,0.0000878,0.0000706,2,0
2363,كان غزا مع النبي ثنتي عشرة غزوة,1,1,1,0.000001,0.0001232,0.0000900,8,0
2364,اسباط ابو اليسع البصري,1,1,1,0.000001,0.0000861,0.0001260,0,0
2365,ابي ⟨محمد بن الحسين بن ابراهيم⟩,1,1,1,0.000001,0.0000998,0.0000788,10,1
2366,معاوية بن سويد,2,1,2,0.000001,0.0001238,0.0001778,5,0
2367,عبد الله بن يزيد وابي النضر مولي عمر بن عبيد الله,1,1,1,0.000001,0.0000805,0.0000683,7,0
2368,ابا العباس المكي,1,1,1,0.000001,0.0001002,0.0000667,1,0
2369,كان شاعرا,1,1,1,0.000001,0.0001002,0.0000667,1,0
2370,علقمة بن ابي علقمة,1,1,1,0.000001,0.0000881,0.0000781,7,0
2371,الزبير بن خريت,2,1,1,0.000001,0.0001007,0.0000725,0,0
2372,ابو حازم المدني,1,1,1,0.000001,0.0000969,0.0000693,6,0
2373,يحيي بن سعيد بن حيان,1,1,1,0.000001,0.0000832,0.0000679,9,0
2374,خرشة بن الحر,2,1,1,0.000001,0.0001148,0.0000690,4,0
2375,ازهر بن سعد,4,1,2,0.000001,0.0000926,0.0001439,0,0
2376,عروة بن المغيرة بن شعبة,1,1,1,0.000001,0.0001251,0.0000677,4,0
2377,عبد الله بن كثير,4,1,1,0.000001,0.0001508,0.0001175,2,0
2378,عبد الله بن سخبرة ابو معمر,1,1,1,0.000001,0.0001149,0.0000673,2,0
2379,لا اعلمه الا تحدث,1,1,1,0.000001,0.0000825,0.0000752,9,0
2380,قلت لابي اسامة حدثكم الاعمش,1,1,1,0.000001,0.0000793,0.0000960,4,0
2381,عاصم بن عمر,1,1,1,0.000001,0.0001235,0.0000648,2,0
2382,نافع مولي عبد الله بن عمر بن الخطاب,1,1,1,0.000001,0.0001085,0.0000648,11,0
2383,عبدالحميد صاحب الزيادي,1,1,1,0.000001,0.0000831,0.0000744,0,0
2384,ابي محمد مولي ابي قتادة,5,2,3,0.000001,0.0003034,0.0000989,6,0
2385,عباس الساعدي,2,1,1,0.000001,0.0000982,0.0000765,3,0
2386,فضل بن مساور ختن ابي عوانة,1,1,1,0.000001,0.0000824,0.0000808,9,0
2387,اسماعيل بن عبيد الله,1,1,1,0.000001,0.0001463,0.0001013,6,0
2388,ابا سلمة ببيتنا,1,1,1,0.000001,0.0000912,0.0000657,7,0
2389,ابا تميمة,1,1,1,0.000001,0.0001431,0.0000770,15,0
2390,سعيد بن الحارث الانصاري,1,1,1,0.000001,0.0000856,0.0000648,11,0
2391,ابي العباس الشاعر الاعمي,1,1,1,0.000001,0.0000856,0.0000648,11,0
2392,عمي ⟨عبيد الله بن سعد بن ابراهيم⟩,1,1,1,0.000001,0.0000998,0.0001349,1,1
2393,محمد بن موسي بن اعين,1,1,1,0.000001,0.0000998,0.0001378,5,0
2394,محمد بن عبيد الطنافسي,1,1,1,0.000001,0.0000838,0.0001105,13,0
2395,ابن المسيب وابي سلمة,2,2,1,0.000001,0.0000960,0.0000719,1,0
2396,سعيد بن المسيب وابي سلمة بن عبد الرحمن,4,2,1,0.000001,0.0001142,0.0000772,1,0
2397,يعقوب بن عبد الرحمن الزهري,1,1,1,0.000001,0.0000842,0.0000799,1,0
2398,ابي عميس,1,1,1,0.000001,0.0000826,0.0000740,12,0
2399,ابيه ⟨علي بن حسين بن علي⟩,1,1,1,0.000001,0.0001516,0.0000685,1,1
2400,ابيه ⟨ابي بن عباس بن سهل⟩,1,1,1,0.000001,0.0001719,0.0000685,11,1
2401,زيد بن واقد,1,1,1,0.000001,0.0001248,0.0001345,6,0
2402,عمرو بن ابي سفيان بن اسيد بن جارية الثقفي,1,1,1,0.000001,0.0000907,0.0000693,1,0
2403,هو حليف لبني زهرة,1,1,1,0.000001,0.0000907,0.0000693,1,0
2404,قبيصة بن ذويب,1,1,1,0.000001,0.0000907,0.0000693,1,0
2405,ابو عبيد مولي عبد الرحمن بن عوف,1,1,1,0.000001,0.0000907,0.0000693,1,0
2406,عمرو بن ابي سفيان بن اسيد بن جارية الثقفي حليف لبني زهرة,1,1,1,0.000001,0.0000907,0.0000693,1,0
2407,عيسي وابن ادريس,1,1,1,0.000001,0.0000851,0.0000808,3,0
2408,صلة,2,1,1,0.000001,0.0001161,0.0000665,4,0
2409,لكن عروة,1,1,1,0.000001,0.0000914,0.0001127,1,0
2410,بشر بن بكر التنيسي,1,1,1,0.000001,0.0000787,0.0000951,6,0
2411,ابو حازم المديني,1,1,1,0.000001,0.0000831,0.0000678,13,0
2412,شعيب بن حرب,1,1,1,0.000001,0.0000943,0.0000827,12,0
2413,عبد الله بن جعفر الرقي,3,1,1,0.000001,0.0001273,0.0002522,15,0
2414,عمرو بن عثمان,3,1,1,0.000001,0.0001187,0.0000707,3,0
2415,عمرو بن عثمان بن عفان,1,1,1,0.000001,0.0000914,0.0000656,3,0
2416,عتبة بن مسلم,1,1,1,0.000001,0.0000881,0.0000735,2,0
2417,كثير بن شنظير,1,1,1,0.000001,0.0000819,0.0000683,0,0
2418,سمعه من الاعرج,1,1,1,0.000001,0.0000907,0.0000745,1,0
